codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.1.1.01.03.34.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,46;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.35.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,20;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;3110;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.06.00.00.000;02;0201;1,76;1,79;0,30;0,61;1,04;0,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1018;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;137,83;91,85;124,15;85,13;113,31;162,42;220,63;113,15;17,02;100,67;130,61;148,37;0,00;0,00;0,00;0,00;29,60;75,14;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;0,00;5,56;6,87;15,54;52,78;71,99;53,28;0,00;63,60;64,69;67,22;0,00;0,00;0,00;0,00;0,00;0,00;000;1064;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;131,38;87,11;85,02;57,59;30,48;17,60;7,63;0,92;1,55;1,82;1,61;1,27;0,00;0,00;0,00;0,00;0,00;0,00;000;1021;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;0,73;1,12;1,44;1,11;1,70;1,61;1,56;0,76;0,42;0,53;0,46;0,55;0,00;0,00;0,00;0,00;0,00;0,00;000;1038;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;5,72;3,62;2,84;1,00;0,80;0,70;0,53;0,21;0,13;0,17;0,17;0,18;0,00;0,00;0,00;0,00;0,00;0,00;000;1067;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;0,00;29,29;18,56;14,39;10,88;9,05;7,19;0,00;0,51;1,69;0,00;0,00;0,00;0,00;0,00;0,00;75,14;000;1103;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,60;0,00;000;1068;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;0,00;0,00;0,00;7,04;10,80;8,41;3,35;2,09;0,00;2,62;2,84;0,00;0,00;0,00;0,00;0,00;0,00;000;1068;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.07.00.000;02;0201;0,00;0,00;0,00;0,00;43,36;68,05;121,46;47,44;12,83;34,04;59,37;76,31;0,00;0,00;0,00;0,00;0,00;0,00;000;1069;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;47,61;53,62;98,17;32,64;45,28;48,70;53,50;28,15;15,11;44,43;59,69;91,06;0,00;91,89;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.02.00.000;02;0201;0,00;0,00;0,00;0,00;1,12;0,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1059;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;14,55;20,21;29,63;18,77;23,29;20,52;19,29;9,43;6,64;9,85;6,21;5,87;0,00;0,00;0,00;0,00;0,00;0,00;000;1014;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;0,00;2,79;1,52;4,37;5,47;5,53;2,82;1,99;3,26;3,62;2,83;0,00;0,00;0,00;0,00;0,00;0,00;000;1016;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;0,00;2,56;30,53;11,11;16,30;17,34;23,28;11,76;5,64;24,56;42,20;71,77;0,00;0,00;0,00;0,00;0,00;0,00;000;1001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;0,00;0,44;2,85;0,43;0,16;1,92;2,11;1,12;0,84;1,48;1,57;1,88;0,00;0,00;0,00;0,00;0,00;0,00;000;1031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.07.00.000;02;0201;33,06;29,90;28,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;91,89;0,00;0,00;0,00;0,00;000;1070;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.08.00.000;02;0201;0,00;0,51;3,44;0,81;0,04;2,55;3,29;3,02;0,00;5,28;6,09;8,71;0,00;0,00;0,00;0,00;0,00;0,00;000;1033;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;2.292,58;967,20;1.241,58;1.191,72;524,37;442,05;346,46;193,94;251,08;260,68;290,83;405,49;0,00;176,43;1.133,73;0,00;0,00;828,96;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;80,14;58,44;73,67;58,37;51,73;46,08;40,28;33,14;0,00;2,61;20,19;70,76;0,00;0,00;0,00;0,00;0,00;0,00;000;1005;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;0,00;44,38;63,83;66,07;50,08;33,13;13,76;0,00;0,44;0,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1017;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.04.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,25;6,01;0,70;0,00;0,00;0,00;0,00;0,00;0,00;000;1006;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.05.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;123,56;0,00;0,00;0,00;0,00;0,00;0,00;000;1004;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;30,25;30,09;28,59;28,01;25,33;39,54;32,92;29,00;36,50;36,54;36,57;36,61;0,00;0,00;0,00;0,00;0,00;0,00;000;1050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.07.00.000;02;0201;148,93;146,09;140,06;125,91;85,29;48,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1022;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;95,24;86,10;86,32;81,79;72,47;72,63;58,35;43,94;44,00;39,19;39,23;27,07;0,00;0,00;0,00;0,00;0,00;680,03;000;1200;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;184,50;115,03;109,00;109,27;27,85;22,37;22,41;16,88;15,03;15,05;15,07;15,09;0,00;0,00;517,80;0,00;0,00;0,00;000;1207;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;2,41;4,68;1,13;1,37;0,85;1,04;0,89;1,60;1,93;1,31;0,85;0,65;0,00;0,00;0,00;0,00;0,00;0,00;000;1112;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.14.00.000;02;0201;0,01;0,00;8,13;0,00;0,00;0,00;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;141,09;47,11;1,28;118,52;105,01;84,36;84,50;1,60;115,41;115,54;92,17;92,27;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.16.00.000;02;0201;377,36;82,34;78,02;78,21;69,30;55,67;55,77;42,00;37,41;37,45;37,49;37,54;0,00;0,00;615,93;0,00;0,00;0,00;000;1206;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.17.00.000;02;0201;9,37;6,84;3,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,18;0,00;19,82;0,00;0,00;0,00;0,00;000;4300;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.18.00.000;02;0201;1.223,28;390,48;520,23;410,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1008;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.19.00.000;02;0201;0,00;0,00;5,49;4,98;5,22;4,49;3,33;1,39;0,80;0,25;0,02;0,00;0,00;0,00;0,00;0,00;0,00;25,97;000;1011;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.20.00.000;02;0201;0,00;0,00;21,62;23,96;15,25;17,19;14,88;10,19;0,00;10,05;11,48;1,06;0,00;0,00;0,00;0,00;0,00;122,96;000;4002;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.21.00.000;02;0201;0,00;0,00;120,05;86,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;156,61;0,00;0,00;0,00;0,00;000;1010;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;3.178,71;2.775,52;3.685,66;2.623,43;2.713,75;2.386,26;2.468,81;1.547,76;160,53;1.115,32;1.549,32;4.015,63;23.607,44;23.607,44;23.607,44;23.607,44;23.607,44;23.607,77;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.01.00.000;02;0201;1.096,06;474,29;563,95;529,28;514,33;296,19;343,98;128,01;160,53;253,30;374,32;250,87;9.604,02;9.604,02;9.604,02;9.604,02;9.604,02;9.604,10;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;901,53;1.071,13;1.168,88;611,03;531,79;786,22;744,49;811,12;0,00;361,93;258,89;1.259,95;9.565,72;9.565,72;9.565,72;9.565,72;9.565,72;9.565,82;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.05.00.000;02;0201;221,62;289,91;493,45;387,67;375,33;385,98;386,01;340,49;0,00;27,99;259,99;569,16;1.424,64;1.424,64;1.424,64;1.424,64;1.424,64;1.424,72;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;959,50;940,19;1.459,38;1.095,45;1.292,30;917,87;994,33;268,14;0,00;472,10;656,12;1.935,65;3.013,06;3.013,06;3.013,06;3.013,06;3.013,06;3.013,13;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;127.009,57;127.691,29;30.005,23;194.795,81;346.636,06;275.879,60;464.646,20;36.647,98;3.404,66;18.903,34;247.483,21;576.327,90;390.333,30;390.333,30;390.333,30;390.333,30;390.333,30;390.333,50;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;127.009,57;127.691,29;30.005,23;194.795,81;346.636,06;275.879,60;464.646,20;36.647,98;3.404,66;18.903,34;247.483,21;576.327,90;390.333,30;390.333,30;390.333,30;390.333,30;390.333,30;390.333,50;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;6.271,12;10.564,84;0,00;29.330,43;34.360,72;46.914,09;103.386,38;0,00;0,00;4.679,18;47.723,31;118.095,77;99.041,66;99.041,66;99.041,66;99.041,66;99.041,66;99.041,70;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;569,07;3.592,18;0,00;20.603,95;10.916,76;30.946,53;82.690,23;0,00;0,00;2.340,66;12.887,45;0,00;80.041,66;80.041,66;80.041,66;80.041,66;80.041,66;80.041,70;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.03.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37.541,66;37.541,66;37.541,66;37.541,66;37.541,66;37.541,70;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.04.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60.125,00;60.125,00;60.125,00;60.125,00;60.125,00;60.125,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;20.092,50;17.764,68;0,00;16.896,00;77.272,50;31.221,00;45.181,50;0,00;0,00;0,00;39.058,50;64.591,50;59.083,32;59.083,32;59.083,32;59.083,32;59.083,32;59.083,40;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.07.00.00.00.000;12;1201;19.323,36;16.984,76;30.005,23;18.185,53;15.991,57;10.946,91;10.331,78;3.882,82;1.853,66;5.428,85;9.517,64;15.673,46;54.500,00;54.500,00;54.500,00;54.500,00;54.500,00;54.500,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.09.00.00.00.000;12;1201;17.901,65;23.650,85;0,00;16.856,26;75.749,26;47.613,10;33.986,59;32.765,16;1.551,00;6.454,65;51.533,76;70.781,49;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;38.071,10;31.066,85;0,00;42.421,01;54.087,36;37.857,27;53.064,36;0,00;0,00;0,00;16.181,66;99.092,14;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;3.971,74;4.441,67;0,00;11.875,25;14.736,63;19.005,08;42.921,19;0,00;0,00;0,00;19.663,00;49.967,18;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.12.00.00.00.000;12;1201;20.809,03;19.625,46;0,00;38.627,38;45.794,62;40.956,04;77.040,47;0,00;0,00;0,00;36.966,76;104.594,30;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.13.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;17.726,64;10.419,58;16.043,70;0,00;0,00;0,00;4.420,94;32.446,79;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.14.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.530,19;21.085,27;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.0.0.00.0.0.00.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.590,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.1.0.00.0.0.00.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.390,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.1.0.01.0.0.00.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.390,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.1.0.01.1.0.00.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.390,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.1.0.01.1.1.00.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.390,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.1.0.01.1.1.01.00.00.00.000;02;0201;1.582,50;2.427,50;3.040,00;1.120,00;2.485,00;3.280,00;2.800,00;1.947,50;3.985,00;1.975,00;655,00;1.390,00;2.589,34;2.589,34;2.589,34;2.589,34;2.589,34;2.589,37;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.2.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.2.0.02.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.2.0.02.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.2.0.02.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.6.2.0.02.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.0.0.00.0.0.00.00.00.00.000;02;0201;2.118.042,13;2.452.729,25;2.183.424,70;1.880.149,75;1.718.317,16;2.071.440,77;2.620.899,51;2.066.390,88;2.161.569,48;2.214.740,40;2.420.788,87;3.155.921,48;4.003.682,07;4.601.211,13;4.093.198,52;4.769.504,17;4.510.804,37;4.854.931,76;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
