codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.2.4.1.8.03.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;106.950,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.03.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;106.950,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.03.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;106.950,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.03.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.03.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.950,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.03.1.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;3110;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.10.0.0.00.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231.587,50;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.10.7.0.00.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231.587,50;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.10.7.1.02.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;98.340,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.10.7.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231.587,50;0,00;0,00;000;1208;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.99.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;646.955,54;0,00;0,00;215.651,84;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.99.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;646.955,54;0,00;0,00;215.651,84;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.99.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;646.955,54;0,00;0,00;215.651,84;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.99.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;646.955,54;0,00;0,00;215.651,84;0,00;0,00;000;1008;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;100.000,00;0,00;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;100.000,00;0,00;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.03.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.03.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.03.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.03.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;000;4292;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.10.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.10.9.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.10.9.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.2.8.10.9.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;0,00;0,00;0,00;0,00;0,00;0,00;57.143,00;000;1004;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.0.0.0.00.0.0.00.00.00.00.000;02;0201;140.973,72;249.972,47;207.166,41;206.617,35;207.122,96;208.534,70;209.722,31;227.709,00;266.581,49;221.074,69;214.815,07;680.014,69;437.177,30;437.592,30;437.592,30;437.592,30;437.592,30;645.058,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.0.0.00.0.0.00.00.00.00.000;02;0201;140.973,72;249.972,47;207.166,41;206.617,35;207.122,96;208.534,70;209.722,31;227.709,00;266.581,49;221.074,69;214.815,07;680.014,69;437.177,30;437.592,30;437.592,30;437.592,30;437.592,30;645.058,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.0.00.0.0.00.00.00.00.000;02;0201;140.973,72;249.972,47;207.166,41;206.617,35;207.122,96;208.534,70;209.722,31;227.709,00;266.581,49;221.074,69;214.815,07;680.014,69;437.177,30;437.592,30;437.592,30;437.592,30;437.592,30;645.058,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.00.0.0.00.00.00.00.000;02;0201;140.973,72;249.972,47;207.166,41;206.617,35;207.122,96;208.534,70;209.722,31;227.709,00;266.581,49;221.074,69;214.815,07;680.014,69;437.177,30;437.592,30;437.592,30;437.592,30;437.592,30;645.058,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.01.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.01.1.2.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.01.4.0.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.913,16;0,00;-5.913,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.0.0.00.00.00.00.000;12;1201;0,00;249.972,47;207.166,41;206.617,35;207.122,96;208.534,70;209.722,31;227.202,99;260.668,33;221.074,69;220.728,23;680.014,69;413.677,30;414.092,30;414.092,30;414.092,30;414.092,30;621.558,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.1.0.00.00.00.00.000;12;1201;0,00;249.583,02;206.776,96;206.227,90;206.733,51;208.145,25;209.332,86;226.747,49;230.794,51;219.435,36;219.088,90;676.280,53;413.262,30;413.262,30;413.262,30;413.262,30;413.262,30;619.893,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.1.1.00.00.00.00.000;12;1201;0,00;249.583,02;206.776,96;206.227,90;206.733,51;208.145,25;209.332,86;225.497,06;230.794,51;219.435,36;219.088,90;676.280,53;413.262,30;413.262,30;413.262,30;413.262,30;413.262,30;619.893,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.1.1.01.00.00.00.000;12;1201;0,00;105.056,82;86.999,86;86.768,25;86.981,54;87.577,06;88.077,99;103.713,05;105.948,04;100.150,40;99.990,87;309.365,97;182.493,06;182.493,06;182.493,06;182.493,06;182.493,06;273.739,64;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.1.1.02.00.00.00.000;12;1201;0,00;144.526,20;119.777,10;119.459,65;119.751,97;120.568,19;121.254,87;121.784,01;124.846,47;119.284,96;119.098,03;366.914,56;230.769,24;230.769,24;230.769,24;230.769,24;230.769,24;346.153,80;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.1.2.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.250,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.2.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;131,98;1.183,83;1.183,83;2.367,66;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.2.1.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;131,98;1.183,83;1.183,83;2.367,66;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.3.0.00.00.00.00.000;02;0201;0,00;389,45;389,45;389,45;389,45;389,45;389,45;455,50;455,50;455,50;455,50;1.366,50;415,00;830,00;830,00;830,00;830,00;1.665,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.3.1.00.00.00.00.000;12;1201;0,00;389,45;389,45;389,45;389,45;389,45;389,45;455,50;455,50;455,50;455,50;1.366,50;415,00;830,00;830,00;830,00;830,00;1.665,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.4.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29.286,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.4.1.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.158,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.03.4.2.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.127,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.04.0.0.00.00.00.00.000;12;1201;140.973,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.04.1.0.00.00.00.00.000;12;1201;140.973,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.7.2.1.8.04.1.1.00.00.00.00.000;12;1201;140.973,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;23.500,00;000;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.0.0.0.0.00.0.0.00.00.00.00.000;02;0201;-319.712,55;-382.767,45;-503.605,45;-262.806,91;-271.935,69;-301.557,93;-232.804,58;-470.628,00;-469.174,59;-339.780,08;-346.737,01;-434.617,52;-595.168,75;-664.973,17;-703.689,11;-661.115,12;-643.198,69;-697.155,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.0.0.0.00.0.0.00.00.00.00.000;02;0201;-319.712,55;-382.767,45;-503.605,45;-262.806,91;-271.935,69;-301.557,93;-232.804,58;-470.628,00;-469.174,59;-339.780,08;-346.737,01;-434.617,52;-595.168,75;-664.973,17;-703.689,11;-661.115,12;-643.198,69;-697.155,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.0.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.0.0.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.1.0.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.1.1.00.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17.000,00;-63.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.1.1.01.00.00.00.000;02;0201;0,00;0,00;-6.618,06;-2.332,06;-23.349,85;-48.224,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-10.200,00;-37.800,00;0,00;0,00;0,00;103;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4.250,00;-15.750,00;0,00;0,00;0,00;103;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.1.8.01.1.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-2.550,00;-9.450,00;0,00;0,00;0,00;103;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.2.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.2.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.2.8.01.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.2.8.01.9.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.1.2.8.01.9.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;-0,01;0,00;-168.053,25;0,00;0,00;0,00;-694,88;-205.441,43;-194.064,68;-29.875,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.0.00.0.0.00.00.00.00.000;02;0201;-0,01;0,00;-168.053,25;0,00;0,00;0,00;-694,88;-205.441,43;-194.064,68;-29.875,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.0.0.00.00.00.00.000;02;0201;-0,01;0,00;-168.053,25;0,00;0,00;0,00;-694,88;-205.441,43;-194.064,68;-29.875,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;-694,88;0,00;-2.304,18;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;-694,88;0,00;-2.304,18;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
