codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;258,55;0,00;0,00;735,83;1.592,53;2.056,37;2.740,97;4.323,94;5.467,24;0,00;11.525,84;12.900,34;0,00;0,00;0,00;4.054,44;9.445,95;2.342,59;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;8.505,31;253,94;22.381,07;206.055,30;142.123,88;23.785,83;11.997,37;36.158,54;176.430,28;13.869,34;525.048,16;262.923,23;254.451,29;117.300,47;223.259,75;127.511,17;372.154,50;121.885,90;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;8.505,31;253,94;22.381,07;206.055,30;142.123,88;23.785,83;11.997,37;36.158,54;176.430,28;13.869,34;525.048,16;262.923,23;254.451,29;117.300,47;223.259,75;127.511,17;372.154,50;121.885,90;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;83.264,73;29.779,94;79.685,69;35.058,09;130.775,36;37.140,64;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56.728,03;12.562,99;54.644,56;21.482,43;88.084,65;22.472,31;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;0,00;0,00;1.710,00;37.336,50;13.507,50;0,00;0,00;0,00;23.869,50;0,00;66.904,50;21.540,00;81.848,83;42.533,63;56.479,40;32.009,86;107.579,75;35.685,09;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.07.00.00.00.000;12;1201;1.542,25;253,94;613,58;11.106,19;8.562,35;8.499,04;8.061,50;16.510,22;18.585,86;0,00;39.827,23;44.025,13;32.609,70;32.423,91;32.450,10;38.960,79;45.714,74;26.587,86;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.09.00.00.00.000;12;1201;5.817,19;0,00;16.256,95;44.982,58;37.636,24;0,00;0,00;9.159,12;49.154,37;0,00;109.889,11;33.523,77;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;0,00;0,00;0,00;27.080,46;8.117,71;7.483,19;0,00;0,00;0,00;0,00;74.073,38;83.492,88;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;0,00;0,00;0,00;6.602,68;10.503,43;4.632,99;0,00;0,00;0,00;0,00;34.110,96;1.485,58;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.12.00.00.00.000;12;1201;0,00;0,00;0,00;13.431,26;13.607,43;3.170,61;0,00;0,00;5.967,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.14.00.00.00.000;12;1201;1.145,87;0,00;3.800,54;32.389,94;25.475,46;0,00;843,84;3.871,77;36.574,25;0,00;92.243,34;29.131,50;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.15.00.00.00.000;12;1201;0,00;0,00;0,00;33.125,69;24.713,76;0,00;3.092,03;6.617,43;38.387,70;0,00;90.023,14;26.806,92;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.16.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.890,88;13.869,34;17.976,50;22.917,45;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.0.0.00.0.0.00.00.00.00.000;02;0201;970,00;3.410,00;8.285,64;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.00.0.0.00.00.00.00.000;02;0201;970,00;3.410,00;8.285,64;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.0.0.00.00.00.00.000;02;0201;970,00;3.410,00;8.285,64;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.0.00.00.00.00.000;02;0201;970,00;3.410,00;8.285,64;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.1.00.00.00.00.000;02;0201;970,00;3.410,00;7.990,00;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.1.01.00.00.00.000;02;0201;970,00;3.410,00;7.990,00;9.590,00;4.005,00;2.890,00;1.130,00;2.715,00;1.160,00;1.150,00;1.515,00;3.375,00;4.735,97;5.031,38;6.302,13;6.006,71;3.446,47;4.529,65;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.3.00.00.00.00.000;02;0201;0,00;0,00;95,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.3.01.00.00.00.000;02;0201;0,00;0,00;95,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.4.00.00.00.00.000;02;0201;0,00;0,00;200,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.6.1.0.01.1.4.01.00.00.00.000;02;0201;0,00;0,00;200,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.0.0.00.0.0.00.00.00.00.000;02;0201;2.468.384,54;2.546.286,93;2.561.426,38;2.428.189,71;2.651.141,96;2.529.731,11;3.483.931,41;2.625.557,87;2.192.130,20;2.711.889,94;2.941.503,08;4.499.770,10;4.092.688,40;4.050.017,21;4.905.705,78;5.595.380,01;5.679.260,55;7.210.094,92;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.0.00.0.0.00.00.00.00.000;02;0201;1.087.030,27;1.265.064,13;906.123,46;924.643,38;1.145.528,11;1.001.452,13;1.276.859,32;1.044.223,69;876.830,68;1.139.606,87;1.170.115,08;2.067.857,94;1.981.593,28;1.605.419,02;1.918.885,78;2.107.831,75;2.189.842,22;3.526.318,20;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.00.0.0.00.00.00.00.000;02;0201;1.087.030,27;1.265.064,13;906.123,46;924.643,38;1.145.528,11;1.001.452,13;1.276.859,32;1.044.223,69;876.830,68;1.139.606,87;1.170.115,08;2.067.857,94;1.981.593,28;1.605.419,02;1.918.885,78;2.107.831,75;2.189.842,22;3.526.318,20;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.0.0.00.00.00.00.000;02;0201;850.722,57;1.110.006,12;744.203,53;779.992,67;934.670,48;808.910,01;1.105.691,66;887.207,42;721.960,81;966.331,02;1.013.592,71;1.506.191,33;1.788.146,80;1.388.780,40;1.637.455,95;1.781.163,55;1.904.160,92;3.016.472,72;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.0.00.00.00.00.000;02;0201;846.637,63;1.109.727,26;743.826,87;777.614,63;934.585,72;808.271,52;704.835,56;883.008,76;693.459,81;772.745,64;1.003.585,36;1.041.694,89;1.786.368,70;1.388.457,48;1.636.341,62;1.417.212,37;1.849.300,48;2.635.147,85;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.00.00.00.00.000;02;0201;846.637,63;1.109.727,26;743.826,87;777.614,63;934.585,72;808.271,52;704.835,56;883.008,76;693.459,81;772.745,64;1.003.585,36;1.041.694,89;1.786.368,70;1.388.457,48;1.636.341,62;1.417.212,37;1.849.300,48;2.635.147,85;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.01.00.00.00.000;02;0201;507.982,57;665.836,35;446.296,12;466.568,78;560.751,42;484.962,93;422.901,35;529.805,28;416.075,90;463.647,40;602.151,23;625.016,97;1.071.821,21;833.074,48;981.805,00;850.327,42;1.109.580,29;1.581.088,69;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.02.00.00.00.000;02;0201;42.331,89;55.486,36;37.191,34;38.880,73;46.729,29;40.413,58;35.241,78;44.150,43;34.672,99;38.637,29;50.179,28;52.084,74;89.318,44;69.422,88;81.817,07;70.860,62;92.465,03;131.757,39;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.03.00.00.00.000;02;0201;126.995,64;166.459,09;111.574,03;116.642,20;140.187,87;121.240,73;105.725,34;132.451,31;104.018,98;115.911,85;150.537,81;156.254,23;267.955,30;208.268,62;245.451,23;212.581,86;277.395,08;395.272,19;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.04.00.00.00.000;02;0201;169.327,53;221.945,46;148.765,38;155.522,92;186.917,14;161.654,28;140.967,09;176.601,74;138.691,94;154.549,10;200.717,04;208.338,95;357.273,75;277.691,50;327.268,32;283.442,47;369.860,08;527.029,58;000;0031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.3.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;452.337,92;0,00;0,00;0,00;0,00;0,00;374.000,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;452.337,92;0,00;0,00;0,00;0,00;0,00;374.000,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;271.402,75;0,00;0,00;0,00;0,00;0,00;224.400,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113.084,48;0,00;0,00;0,00;0,00;0,00;93.500,00;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67.850,69;0,00;0,00;0,00;0,00;0,00;56.100,00;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.4.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;399.571,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;363.000,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;399.571,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;363.000,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;239.742,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;217.800,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;99.892,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90.750,00;0,00;0,00;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;59.935,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54.450,00;0,00;0,00;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.0.00.00.00.00.000;02;0201;4.084,94;278,86;376,66;2.378,04;84,76;638,49;1.284,50;4.198,66;28.501,00;193.585,38;10.007,35;12.158,52;1.778,10;322,92;1.114,33;951,18;54.860,44;7.324,87;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.00.00.00.00.000;02;0201;4.084,94;278,86;376,66;2.378,04;84,76;638,49;1.284,50;4.198,66;28.501,00;193.585,38;10.007,35;12.158,52;1.778,10;322,92;1.114,33;951,18;54.860,44;7.324,87;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.01.00.00.00.000;02;0201;2.450,96;167,30;225,98;1.426,83;50,86;383,09;770,70;2.519,20;17.100,62;116.151,23;6.004,41;7.295,11;1.066,86;193,76;668,59;570,71;32.916,27;4.394,91;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.02.00.00.00.000;02;0201;204,25;13,95;18,84;118,90;4,24;31,93;64,23;209,93;1.425,05;9.679,27;500,37;607,93;88,90;16,14;55,72;47,55;2.743,03;366,25;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.03.00.00.00.000;02;0201;612,74;41,84;56,51;356,70;12,71;95,78;192,68;629,80;4.275,15;29.037,81;1.501,11;1.823,78;266,72;48,43;167,15;142,68;8.229,06;1.098,74;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.04.00.00.00.000;02;0201;816,99;55,77;75,33;475,61;16,95;127,69;256,89;839,73;5.700,18;38.717,07;2.001,46;2.431,70;355,62;64,59;222,87;190,24;10.972,08;1.464,97;000;0031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.02.0.0.00.00.00.00.000;02;0201;10.401,85;11.357,17;14.515,57;14.709,52;17.432,95;17.029,37;17.378,54;16.983,71;18.904,14;18.561,00;19.882,30;22.402,93;16.679,33;16.345,86;17.677,74;19.169,65;50.963,59;21.229,06;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.02.2.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;68,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.02.2.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;68,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.02.6.0.00.00.00.00.000;02;0201;10.401,85;11.357,17;14.515,57;14.641,36;17.432,95;17.029,37;17.378,54;16.983,71;18.904,14;18.561,00;19.882,30;22.402,93;16.679,33;16.345,86;17.677,74;19.169,65;50.963,59;21.229,06;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.02.6.1.00.00.00.00.000;02;0201;10.401,85;11.357,17;14.515,57;14.641,36;17.432,95;17.029,37;17.378,54;16.983,71;18.904,14;18.561,00;19.882,30;22.402,93;16.679,33;16.345,86;17.677,74;19.169,65;50.963,59;21.229,06;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.03.0.0.00.00.00.00.000;02;0201;97.390,41;89.267,69;91.267,69;89.267,69;143.722,94;90.267,69;104.614,09;87.773,69;87.388,18;105.193,00;92.047,88;225.958,06;109.995,80;138.404,14;187.458,41;205.171,65;158.785,82;240.279,06;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
