codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.1.1.01.03.07.00.000;02;0201;4,48;4,34;13,24;16,20;26,29;23,51;27,86;7,51;3,77;19,52;32,58;11,89;0,00;0,00;0,00;0,00;0,00;0,00;000;4503;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.08.00.000;02;0201;0,00;0,00;0,00;0,00;5,17;1,32;2,32;2,88;5,54;3,22;0,00;50,09;0,00;0,00;0,00;0,00;0,00;0,00;000;4160;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.09.00.000;02;0201;0,00;0,00;0,00;0,00;33,31;25,45;13,25;13,77;30,80;3,84;0,00;826,94;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.10.00.000;02;0201;8,03;3,45;8,41;2,05;3,93;5,34;8,97;7,36;14,98;22,79;33,43;189,33;0,00;0,00;0,00;0,00;0,00;0,00;000;4050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.11.00.000;02;0201;0,00;0,00;0,00;0,00;25,64;3,97;8,33;10,78;23,73;1,27;0,00;824,16;0,00;0,00;0,00;0,00;0,00;0,00;000;4090;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.16.00.000;02;0201;2,91;2,79;12,92;22,39;46,29;61,96;80,04;117,77;127,67;155,01;222,74;303,99;0,00;0,00;0,00;0,00;0,00;0,00;000;4503;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.20.00.000;02;0201;1,88;0,82;3,77;6,54;11,64;9,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;7,73;2,85;3,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,83;0,00;0,00;0,00;0,00;000;4170;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.29.00.000;02;0201;3,55;2,00;5,03;5,80;10,17;12,05;15,16;18,97;20,98;24,04;30,17;40,10;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.32.00.000;02;0201;10,17;3,73;9,23;7,10;17,52;20,10;25,47;27,94;30,54;36,25;40,82;52,16;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.33.00.000;02;0201;16,08;16,10;16,12;16,14;22,17;28,19;28,25;34,29;42,33;42,46;50,54;59,07;0,00;0,00;0,00;0,00;143,05;228,77;000;4511;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.34.00.000;02;0201;2,18;0,30;1,17;16,88;12,40;12,58;11,50;23,44;25,76;0,00;54,26;59,74;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.35.00.000;02;0201;29,02;26,31;61,09;87,30;140,97;178,89;218,27;283,51;304,87;181,07;235,07;202,75;0,00;0,00;344,69;0,00;0,00;0,00;000;4505;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.36.00.000;02;0201;0,00;0,00;8,97;32,46;162,30;174,16;228,94;235,50;235,58;270,16;282,81;338,14;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.37.00.000;02;0201;0,00;0,00;0,00;0,00;7,99;23,85;26,25;31,85;37,28;38,13;53,84;72,56;0,00;0,00;0,00;0,00;0,00;0,00;000;4500;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.38.00.000;02;0201;0,00;0,00;0,00;0,00;17,69;32,84;32,13;42,75;46,48;55,01;72,93;97,93;0,00;0,00;0,00;0,00;0,00;0,00;000;4500;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.39.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;76,85;360,25;372,97;288,45;183,62;158,62;186,45;0,00;0,00;0,00;0,00;0,00;0,00;000;4297;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.40.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58,25;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.41.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,53;0,00;0,00;0,00;0,00;0,00;0,00;000;4090;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.43.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,38;0,00;0,00;0,00;0,00;0,00;0,00;000;4160;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.44.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,04;255,31;269,84;0,00;0,00;0,00;0,00;0,00;268,35;000;4050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.45.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,08;0,00;0,00;0,00;0,00;0,00;0,00;000;4090;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.46.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222,79;0,00;0,00;0,00;0,00;0,00;0,00;000;4500;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.47.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,93;153,33;198,11;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.06.00.00.000;02;0201;0,06;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1018;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;52,09;24,07;44,89;38,54;32,92;28,21;35,82;52,33;51,29;53,07;88,96;81,67;0,00;0,00;6,05;0,00;2,87;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;43,08;18,45;27,54;13,24;0,91;1,41;1,15;5,37;8,10;3,05;19,27;8,67;0,00;0,00;0,00;0,00;0,00;0,00;000;1064;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;0,41;0,40;2,78;4,08;1,15;1,88;2,78;6,81;9,74;1,96;6,74;0,47;0,00;0,00;0,00;0,00;0,00;0,00;000;1021;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;0,59;0,57;3,38;6,80;14,37;20,41;26,30;33,95;30,14;35,61;47,59;53,98;0,00;0,00;0,00;0,00;0,00;0,00;000;1038;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;0,14;0,13;0,60;0,40;0,30;0,27;0,33;0,44;1,47;12,45;15,36;18,55;0,00;0,00;0,00;0,00;2,87;0,00;000;1067;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;6,46;4,25;10,48;8,08;14,26;4,14;5,26;5,76;1,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1103;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,20;0,02;0,11;1,54;1,13;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,10;0,00;0,00;0,00;000;1068;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.07.00.000;02;0201;1,21;0,25;0,00;4,40;0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,95;0,00;0,00;0,00;000;1069;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;21,90;14,57;73,07;182,12;278,06;318,75;449,45;529,00;400,01;401,09;442,64;301,42;0,00;0,00;0,00;0,00;0,00;1.126,60;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.02.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,34;0,00;0,00;0,00;0,00;0,00;0,00;9,34;000;1059;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;5,66;7,27;43,85;84,45;163,74;187,39;213,85;235,30;196,56;195,00;206,23;222,08;0,00;0,00;0,00;0,00;0,00;1.117,26;000;1014;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;0,00;2,13;5,86;16,36;22,89;32,01;46,39;17,49;22,83;21,13;2,79;0,00;0,00;0,00;0,00;0,00;0,00;000;1016;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;7,81;0,80;4,68;63,22;47,02;42,22;45,25;74,19;19,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;1,57;1,81;9,30;14,62;26,76;37,22;48,63;66,02;60,47;57,80;28,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.08.00.000;02;0201;6,86;4,69;13,11;13,97;24,18;29,03;36,62;40,67;39,56;34,15;6,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1033;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.09.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;73,09;66,43;66,53;91,31;171,56;76,55;0,00;0,00;0,00;0,00;0,00;0,00;000;1003;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;315,81;181,02;267,77;203,41;400,86;424,54;532,52;510,19;1.054,57;511,10;561,17;699,51;73,02;0,00;0,00;28,86;0,00;372,30;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;47,54;17,53;43,25;34,34;86,14;101,06;128,82;141,70;162,69;193,07;217,34;281,04;0,00;0,00;0,00;0,00;0,00;0,00;000;1005;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;1,22;56,93;43,84;130,46;121,98;138,65;142,08;192,38;172,39;173,48;85,05;0,00;0,00;0,00;0,00;0,00;0,00;000;1017;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.04.00.000;02;0201;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1006;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.05.00.000;02;0201;68,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,03;0,00;0,00;0,00;0,00;0,00;000;1004;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;40,72;40,77;40,81;16,78;20,67;26,29;28,08;31,98;39,47;70,96;86,57;100,59;0,00;0,00;0,00;0,00;0,00;309,75;000;1050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;27,10;27,13;27,16;27,19;37,35;17,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1200;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;8,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1207;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;1,48;0,05;2,49;2,23;13,90;15,76;17,79;27,50;31,94;46,60;54,96;51,95;0,00;0,00;0,00;0,00;0,00;0,00;000;1112;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;92,39;92,49;92,60;75,53;103,73;131,93;160,16;106,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.16.00.000;02;0201;24,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1206;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.17.00.000;02;0201;4,99;1,83;4,53;3,49;8,61;9,87;0,53;0,00;10,53;25,85;26,17;0,00;4,99;0,00;0,00;28,86;0,00;62,55;000;4300;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.22.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;58,49;60,28;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1209;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.23.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;617,38;2,22;2,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1209;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.24.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180,88;0,00;0,00;0,00;0,00;0,00;0,00;000;1210;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;2.191,95;1.292,32;4.007,74;5.024,60;9.852,40;12.158,62;18.370,02;24.272,04;27.127,37;26.877,26;43.762,07;50.173,09;14.310,15;16.735,11;19.045,25;24.943,76;22.112,93;27.247,53;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.00.00.000;02;0201;2.191,95;1.292,32;4.007,74;5.024,60;9.852,40;12.158,62;18.370,02;24.272,04;27.127,37;26.877,26;43.762,07;50.173,09;14.310,15;16.735,11;19.045,25;24.943,76;22.112,93;27.247,53;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.01.00.000;02;0201;240,04;624,20;2.229,09;2.896,29;4.383,03;5.973,39;8.990,57;12.500,82;13.732,04;18.228,33;23.704,71;28.557,26;7.663,53;7.985,01;10.993,60;8.030,70;6.562,56;20.205,90;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;1.619,77;594,07;1.492,52;1.144,72;3.013,67;3.003,87;5.047,92;5.532,03;5.664,47;5.706,07;4.929,58;5.651,28;5.972,17;7.764,12;6.978,38;11.279,88;4.334,92;3.328,32;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.05.00.000;02;0201;73,59;74,05;286,13;247,76;863,17;1.124,99;1.590,56;1.915,25;2.263,62;2.942,86;3.601,94;3.064,21;674,45;985,98;1.073,27;1.578,74;1.769,50;1.370,72;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
